cell_type,marker
CD8+_T_cells,CCL5
CD8+_T_cells,CD8A
CD8+_T_cells,CD3E
CD8+_T_cells,CD57
CD8+_T_cells,CD3D
CD8+_T_cells,CD8A
CD8+_T_cells,AMIGO1
CD8+_T_cells,AQP3
CD8+_T_cells,ATP8B2
CD8+_T_cells,LRRN3
CD8+_T_cells,EPHX2
CD8+_T_cells,IL7R
CD8+_T_cells,DVL3
CD8+_T_cells,AGMAT
CD8+_T_cells,CD69
CD8+_T_cells,MGP
CD8+_T_cells,SMAGP
CD8+_T_cells,STRN4
CD8+_T_cells,MAL
CD8+_T_cells,BEX5
CD8+_T_cells,GPRASP1
CD8+_T_cells,ZNF540
CD8+_T_cells,NR3C2
CD8+_T_cells,TCEA3
CD8+_T_cells,PPP1R13B
CD8+_T_cells,HEMGN
CD8+_T_cells,CXCR5
CD8+_T_cells,CD3
CD8+_T_cells,CD8
CD8+_T_cells,OX40
CD8+_T_cells,CD57
CD8+_T_cells,CD69
CD8+_T_cells,CD160
CD8+_T_cells,CD5
CD8+_T_cells,LAG3
CD8+_T_cells,PD-1
CD8+_T_cells,CD103
CD8+_T_cells,CD39
CD8+_T_cells,PD-1
CD8+_T_cells,PRF1
CD8+_T_cells,GZMB
CD8+_T_cells,CD103
CD8+_T_cells,TIGIT
CD8+_T_cells,CD3D
CD8+_T_cells,CD3E
CD8+_T_cells,CD8A
CD8+_T_cells,NCR3
CD8+_T_cells,CD160
CD8+_T_cells,ZNF683
CD8+_T_cells,GZMA
CD8+_T_cells,CD96
CD8+_T_cells,GZMB
CD8+_T_cells,GZMH
CD8+_T_cells,CD3d
CD8+_T_cells,CD8a
CD8+_T_cells,PD-L1
CD8+_T_cells,TNF
CD8+_T_cells,IL-13
CD8+_T_cells,BCL-6
CD8+_T_cells,IL-4
CD8+_T_cells,GATA3
CD8+_T_cells,Cd69
CD8+_T_cells,Klrg1
CD8+_T_cells,IL-21
CD8+_T_cells,CD3E
CD8+_T_cells,CD103
CD8+_T_cells,CD8A
CD8+_T_cells,CD8B
CD8+_T_cells,CD8
CD8+_T_cells,CD3
CD8+_T_cells,GZMB
CD8+_T_cells,CD45
CD8+_T_cells,CD8
CD8+_T_cells,CD8
CD8+_T_cells,CXCR5
CD8+_T_cells,CD39
CD8+_T_cells,CX3CR1
CD8+_T_cells,NKG2D
CD8+_T_cells,CD8A
CD8+_T_cells,CD8B
CD8+_T_cells,CD8B
CD8+_T_cells,CD8A
CD8+_T_cells,GZMK
CD8+_T_cells,NKG7
CD8+_T_cells,ITGAE
CD8+_T_cells,GNLY
CD8+_T_cells,ITGA1
CD8+_T_cells,PRF1
CD8+_T_cells,CXCR6
CD8+_T_cells,GZMB
CD8+_T_cells,CD3
CD8+_T_cells,CD8
CD8+_T_cells,CD8
CD8+_T_cells,CD3
CD8+_T_cells,CD8B
CD8+_T_cells,CD8A
CD8+_T_cells,CD4
CD8+_T_cells,CD8A
CD8+_T_cells,CD3E
CD8+_T_cells,CD8
CD8+_T_cells,CD3E
CD8+_T_cells,TRDC
CD8+_T_cells,IL32
CD8+_T_cells,IL7R
CD8+_T_cells,KLRD1
CD8+_T_cells,TRAC
CD8+_T_cells,CD3D
CD8+_T_cells,TRGC2
CD8+_T_cells,CD8A
CD8+_T_cells,CD8B
CD8+_T_cells,IFNG
CD8+_T_cells,GZMB
CD8+_T_cells,GZMA
CD8+_T_cells,PRF1
CD8+_T_cells,TNFSF11
CD8+_T_cells,CD8
CD8+_T_cells,GZMK
CD8+_T_cells,CD3D
CD8+_T_cells,GZMB
CD8+_T_cells,PTPRC
CD8+_T_cells,CD8A
CD8+_T_cells,CD8B
CD8+_T_cells,CD3E
CD8+_T_cells,IFNG
CD8+_T_cells,GZMA
CD8+_T_cells,CD8
CD8+_T_cells,CD8B
CD8+_T_cells,CD8A
CD8+_T_cells,CD8
CD8+_T_cells,CD2
CD8+_T_cells,CD5
CD8+_T_cells,CD7
CD8+_T_cells,CD27
CD8+_T_cells,CD28
CD8+_T_cells,CD8
CD8+_T_cells,CD25
CD8+_T_cells,CD3
CD8+_T_cells,TCR¦Á¦Â
CD8+_T_cells,CD8
CD8+_T_cells,CD8A
CD8+_T_cells,GZMA
CD8+_T_cells,CD3E
CD8+_T_cells,CD8A
CD8+_T_cells,CD39
CD8+_T_cells,CD8A
CD8+_T_cells,CD3
CD8+_T_cells,CD7
CD8+_T_cells,KLRB1
CD8+_T_cells,IL7R
CD8+_T_cells,CD8B
CD8+_T_cells,CD8A
CD8+_T_cells,CD162E
CD8+_T_cells,CD62L
CD8+_T_cells,¦Á4¦Â7
CD8+_T_cells,CD162P
CD8+_T_cells,CD8A
CD8+_T_cells,GZMA
CD8+_T_cells,CCR7
CD8+_T_cells,CD27
CD8+_T_cells,CD45RA
CD8+_T_cells,CD8B
CD8+_T_cells,CD3D
CD8+_T_cells,CD8A
CD8+_T_cells,CD3D
CD8+_T_cells,NKG7
CD8+_T_cells,CD3E
CD8+_T_cells,CD61
CD8+_T_cells,pfcSNPs
CD8+_T_cells,MYOM2
CD8+_T_cells,FGFBP2
CD8+_T_cells,CD3D
CD8+_T_cells,CD8A
Tfh,CXCR5
Tfh,CD4
Tfh,CCR6
Tfh,CXCR3
DCs,HLA-DRA
DCs,HLA-DRB1
DCs,CD1C
DCs,FCER1A
DCs,CD209
DCs,CD1C
DCs,CCR7
DCs,LAMP3
DCs,CLEC10A
DCs,CD83
DCs,CD83
DCs,CD11c
DCs,CLEC9A
DCs,CD86
DCs,CD80
DCs,CD86
DCs,MHC class II
DCs,CD83
DCs,CD34
DCs,CD83
DCs,IL3RA
DCs,NRP1
DCs,CLEC4C
DCs,FCER1A
DCs,CD163
DCs,CD141
DCs,CD83
DCs,CD86
DCs,CD80
DCs,CD40
DCs,CCR7
DCs,HLA-DR
DCs,CD83
DCs,IGJ
DCs,LILRA4
DCs,MZB1
DCs,CLEC10A
DCs,FCER1A
DCs,HLA-DR
DCs,CD11c
DCs,HLA-DR
DCs,Lin
DCs,CST3
DCs,FCER1A
DCs,CD11c
DCs,CD1c
DCs,IL5RA
DCs,MS4A3
DCs,FCER1A
DCs,HPGD
DCs,CD1C
DCs,LYZ
DCs,CST3
DCs,LILRA4
DCs,PLD4
DCs,IL3RA
DCs,Bmp4
DCs,Sox2
DCs,CLEC10A
DCs,FCER1A
DCs,CD11c
DCs,CD123
DCs,CD11c
DCs,HLA-DR
DCs,ISG15
DCs,UBC
DCs,CLEC10A
DCs,IRF8
DCs,IFITM3
DCs,IFI6
DCs,CYBA
DCs,CD1C
DCs,HSPA5
DCs,IRF7
DCs,CLEC12A
DCs,FCER1A
DCs,LILRA4
DCs,CD1c
DCs,FCER1A
DCs,CST3
DCs,HLADR
DCs,FCER1A
DCs,FCER1A
DCs,LILRB4
DCs,CLEC4C
DCs,IL3RA
DCs,CD1C
DCs,CD1E
DCs,FCER1A
DCs,FLT3
DCs,HLA-DPA1
DCs,HLA-DQA1
DCs,IL3RA
DCs,FCER1A
DCs,CD141
DCs,CD1C
DCs,HLADR
DCs,CD11c
DCs,CD1C
DCs,CLEC10A
DCs,Ifitm1
DCs,Ccr7
DCs,Cd209a
DCs,FCER1A
DCs,CLEC10A
DCs,CD1C
DCs,CD1a
DCs,CD40
DCs,CD80
DCs,MHC class II
DCs,CD86
DCs,HLA-DR
DCs,CD86
DCs,PDL2
DCs,CD45
DCs,CD11c
DCs,CCL17
DCs,CLEC9A
DCs,CD1C
DCs,CD1C
DCs,LAMP3
DCs,LAMP3
DCs,CLEC9A
DCs,CCL17
DCs,IRF7
DCs,IRF8
DCs,PLAC8
DCs,CD103
DCs,Flt3
DCs,CD45
DCs,MHC-II
DCs,CD11c
DCs,MHCII
DCs,CD11c
DCs,CD45
DCs,FCER1A
DCs,HLA-DRA
DCs,ITGAX
DCs,CD1C
DCs,NRP1
DCs,HLA-DPB1
DCs,HLA-DQB1
DCs,HLA-DPA1
DCs,CD1C
DCs,CLEC10A
DCs,FCER1A
DCs,CD11c
DCs,MHC-II
DCs,CD1C
DCs,BATF3
DCs,HLA-DQB1
DCs,ITGAX
DCs,HLA-DRA
DCs,CD1C
DCs,HLA-DPB1
DCs,HLA-DPA1
DCs,NRP1
DCs,REL
DCs,NR4A3
DCs,CPVL
DCs,HLA-DQA1
DCs,LGALS2
DCs,HLA-DPB1
DCs,CD74
DCs,HLA-DRA
DCs,PPT1
DCs,HLA-DQB1
DCs,CLEC4C
DCs,CD83
DCs,IRF4
DCs,ID2
DCs,HLA-DQA2
DCs,IL3RA
DCs,Clec9a
DCs,Xcr1
DCs,Irf8
DCs,Cd209a
DCs,Cd103
DCs,Cd11c
DCs,Cd26
DCs,Zbtb46
DCs,LAMP3
DCs,CD40
DCs,PD-L1
DCs,CD86
DCs,CCR7
DCs,ITGAX
DCs,CD209
DCs,HLA-DRB1
DCs,CLEC10A
DCs,HLA-DRB1
DCs,HLA-DRA
DCs,PTCRA
DCs,LILRA4
DCs,IL3RA
DCs,CD207
DCs,BATF3
DCs,TOP2A
DCs,CD123
DCs,BDCA-4
DCs,BDCA-2
DCs,CD1c
DCs,C1QA
DCs,CSF1R
DCs,CD80
DCs,CD83
DCs,CD54
DCs,CD86
DCs,MHC-II
DCs,CD11b
DCs,CD11c
DCs,CD103
DCs,SIRP¦Á
DCs,CD11c
DCs,I-A/E
DCs,CD45
DCs,CD1C
DCs,FLT3
DCs,S100
DCs,CD1c
DCs,CLEC9A
DCs,CD1c
DCs,FCER1A
DCs,CLEC10A
DCs,CD1C
DCs,CD1E
DCs,HLA-DPB1
DCs,FCER1A
DCs,HLA-DRB1
DCs,CD206
DCs,UBE2C
DCs,LAMP3
DCs,TOP2A
DCs,CD68
DCs,CD80
DCs,CD83
DCs,CD11c
DCs,CD123
DCs,CD14
DCs,CD11c
DCs,HLA-DR
DCs,CD11c
DCs,CD11c
DCs,MHCII
DCs,CLEC4C
DCs,CLEC10A
DCs,CLIC2
DCs,CD1E
DCs,CLEC7A
DCs,WFDC21P
DCs,CLEC9A
DCs,CCR2
DCs,HLA-DRA
DCs,CD303
DCs,CD1c
DCs,CD141
DCs,HLA-DRA
DCs,HLA-DPB1
DCs,CD1C
DCs,NRP1
DCs,HLA-DPA1
DCs,ITGAX
DCs,CD141
DCs,CD1C
DCs,XCR1
DCs,CD1C
DCs,CD1A
DCs,CD1a
DCs,MHC Class II
DCs,CD83
DCs,CD1a
DCs,CD303
DCs,CD83
DCs,CD141
DCs,CD1c
DCs,CD83
DCs,CD83
DCs,CD209
DCs,CD11c
DCs,CCR6
DCs,PCD1
DCs,PCX3CR1
DCs,PFLT3
DCs,CD303
DCs,CD1c
DCs,CD141
DCs,HLADR/DQ/DP
DCs,CD83
DCs,CLEC9A
DCs,CD1A
DCs,CD103
DCs,CCL22
DCs,CCL17
DCs,CD123
DCs,HLA-DQ
DCs,CD1A
DCs,CD207
DCs,CD1C
DCs,CLEC9A
DCs,DUSP4
DCs,CD1C
DCs,TYROBP
DCs,FCER1G
DCs,CD137
DCs,IL3RA
DCs,IRF7
DCs,HLA-DRA
DCs,CD74
DCs,CCL20
DCs,LAMP3
DCs,CCL17
DCs,CD74
DCs,CD11C
DCs,MHC-II
DCs,Cd209a
DCs,ITGAX
DCs,CD83
DCs,CD1C
DCs,CD1C
DCs,CD207
DCs,CLEC9A
DCs,CD34
DCs,BDCA-1
DCs,CD1
DCs,FCER1A
DCs,CD21
DCs,CD1C
DCs,CD1A
DCs,CD1C
DCs,CD40
DCs,HLADR
DCs,CD11C
DCs,CD83
DCs,CD52
DCs,CD14
DCs,CD86
DCs,CD11c
DCs,CD1C
DCs,CD1a
DCs,CD209
DCs,Itgax
DCs,MHCII
DCs,Cd209d
DCs,Cd209a
DCs,Mgl2
DCs,CD1?A
DCs,CD1?C
DCs,XIIIa
DCs,CCL17
DCs,CD205
DCs,SIRPA
DCs,CD209
DCs,CD40
DCs,CD80
DCs,AIF1
DCs,CD11c
DCs,CD86
DCs,CD14
DCs,PD1-L2
DCs,LAMP3
DCs,CIITA
DCs,PD1-L1
DCs,ITGAX
DCs,NRP1
DCs,LILRA4
DCs,MHCII
DCs,CD4
DCs,THBD
DCs,CLE4C
DCs,IL3RA
DCs,CD86
DCs,CD11C
DCs,CD1C
DCs,CD14
DCs,XCR1
DCs,C1ORF54
DCs,HLA-DR
DCs,CD11C
DCs,CD38
DCs,CD123
DCs,CD1A
DCs,CD68
DCs,CD1C
DCs,ATP1B1
DCs,CD1C
DCs,CD11c
DCs,RGS1
DCs,TYROBP
DCs,IRF8
DCs,GZMB
DCs,CD1C
DCs,CD11c
DCs,CD11c
DCs,CD11c
DCs,CD83
DCs,CD209
DCs,HLA-DRA
DCs,TCF4
DCs,CLEC10A
DCs,CCR7
DCs,SIGLEC6
DCs,CD1C
DCs,XCR1
DCs,CLEC10A
DCs,CLEC9A
DCs,CD141
DCs,CD83
DCs,CD52
DCs,CD86
DCs,CCL22
DCs,HSD11B1
DCs,IL3RA
DCs,CCL17
DCs,CCL13
DCs,NPR1
DCs,PPFIBP2
DCs,CD209
DCs,S100
DCs,CD35
DCs,CD1C
DCs,FCGR1A
DCs,CLEC10A
DCs,CD11c
DCs,CD83
DCs,CD80
DCs,CD11c
DCs,BATF3
DCs,CLEC9A
DCs,CLEC10A
DCs,CD141
DCs,CLEC9A
DCs,CD4
DCs,CD26
DCs,BDCA3
DCs,CD1c
DCs,CR2
DCs,MFGE8
DCs,VCAM1
DCs,CXCL13
DCs,CR1
DCs,CD1C
DCs,CD14
DCs,CD80
DCs,CD86
DCs,CD33
DCs,IRF8
DCs,IRF7
DCs,ADAM19
DCs,CD83
DCs,CD302
DCs,CD209
DCs,TLR7
DCs,TLR9
DCs,CD13
DCs,CD21
DCs,IL-6
DCs,B220
DCs,CD45
DCs,CLIP-170
DCs,TNF-alpha
DCs,MADDAM
DCs,DCLAMP
DCs,BDCA2
DCs,CD11c
DCs,CD1a
DCs,CD1b
DCs,CD1c
DCs,Clusterin
DCs,IL-12
DCs,HLA-DR
DCs,CD11b
DCs,MHC class II
DCs,CD80
DCs,CD86
DCs,MHC class II
DCs,CD11c
DCs,CD209
DCs,CD83
DCs,CD150
DCs,CD11c
DCs,CD1C
DCs,HLA-DRA
DCs,FLT3
DCs,CD1a
DCs,DC-SIGN
DCs,CD83
DCs,FCER1A
DCs,FLT3
DCs,MRC1
DCs,IRF1
DCs,CD1C
DCs,LYZ
DCs,CST3
DCs,FCER1A
DCs,TYROBP
DCs,S100
DCs,CD1C
DCs,HLA-DRA
DCs,CD14
DCs,CD16
DCs,CD19
DCs,CD56
DCs,CD3
DCs,CLEC4A
DCs,CD1c
DCs,CLEC10A
DCs,FCER1A
DCs,AREG
DCs,CD1C
DCs,LTB
DCs,CD3E
DCs,SIGLEC6
DCs,CD123
DCs,AXL
DCs,CD33
DCs,CD2
DCs,SIRPA
DCs,SIGLEC6
DCs,AXL
DCs,CD123
DCs,CD33
DCs,CD2
DCs,SIRPA
iDCs,TM7SF4
iDCs,CD1C
iDCs,NM_021941
iDCs,CD1A
iDCs,PPARG
iDCs,LMAN2L
iDCs,CTNS
iDCs,CD1B
iDCs,PREP
iDCs,NUDT9
iDCs,SLC7A8
iDCs,GSTT1
iDCs,TACSTD2
iDCs,MMP12
iDCs,ABCG2
iDCs,MS4A6A
iDCs,BLVRB
iDCs,CSF1R
iDCs,F13A1
iDCs,VASH1
iDCs,SYT17
iDCs,FZD2
iDCs,GUCA1A
iDCs,RAP1GAP
iDCs,CD1E
iDCs,HS3ST2
iDCs,CLEC10A
iDCs,CH25H
iDCs,FABP4
Macrophages,MERTK
Macrophages,CD16
Macrophages,CD206
Macrophages,CRIg
Macrophages,CD163
Macrophages,CD14
Macrophages,CD68
Macrophages,CD68
Macrophages,CD45
Macrophages,CD14
Macrophages,CD206
Macrophages,CD14
Macrophages,CD45
Macrophages,CD32
Macrophages,CD16
Macrophages,MARCO
Macrophages,CD163
Macrophages,ITGAV
Macrophages,MRC1
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,LYVE-1
Macrophages,Pf4
Macrophages,CD32
Macrophages,CD64
Macrophages,CD80
Macrophages,CD163
Macrophages,CD68
Macrophages,CD14
Macrophages,CD200R
Macrophages,CD115
Macrophages,CD11b
Macrophages,MARCO
Macrophages,CD11c
Macrophages,CD169
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD11b
Macrophages,F4/80
Macrophages,CD11c
Macrophages,CSF1r
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD68
Macrophages,CD14
Macrophages,CD11b
Macrophages,CD68
Macrophages,CD68
Macrophages,CD206
Macrophages,CD115
Macrophages,LYZ
Macrophages,CD68
Macrophages,CD68
Macrophages,F4/80
Macrophages,CSF1R
Macrophages,CD14
Macrophages,FCGR3A
Macrophages,CD68
Macrophages,CD163
Macrophages,CD14
Macrophages,CD19
Macrophages,CD68
Macrophages,CD204
Macrophages,CD163
Macrophages,CD206
Macrophages,CD68
Macrophages,LYZ
Macrophages,LYS
Macrophages,LGALS3
Macrophages,TREM2
Macrophages,CD9
Macrophages,SPP1
Macrophages,CTSB
Macrophages,ADGRE1
Macrophages,ITGAM
Macrophages,MARCO
Macrophages,CD14
Macrophages,CD16
Macrophages,YAP
Macrophages,F4/80
Macrophages,CD163
Macrophages,CD163
Macrophages,CD11A
Macrophages,CD40
Macrophages,CD274
Macrophages,fatty acid binding protein 4
Macrophages,CD11B
Macrophages,CD11C
Macrophages,GBP1
Macrophages,CD14
Macrophages,CD68
Macrophages,MS4A7
Macrophages,CD14
Macrophages,CD68
Macrophages,CD163
Macrophages,CD14
Macrophages,VSIG4
Macrophages,MARCO
Macrophages,CD14
Macrophages,CD68
Macrophages,CD64
Macrophages,CD33
Macrophages,CD14
Macrophages,LIN28B
Macrophages,CD83
Macrophages,HLA-DR
Macrophages,CD163
Macrophages,DHRS9
Macrophages,CD68
Macrophages,TGF-¦Á
Macrophages,S100A12
Macrophages,OSM
Macrophages,IL18
Macrophages,CD87
Macrophages,CD163
Macrophages,IL-10
Macrophages,CD163
Macrophages,CD83
Macrophages,STAT1
Macrophages,TNF
Macrophages,IFI6
Macrophages,CD36
Macrophages,IL1B
Macrophages,CD16
Macrophages,CD11b
Macrophages,CD86
Macrophages,CD68
Macrophages,CD163
Macrophages,CD14
Macrophages,CD68
Macrophages,F80
Macrophages,F4
Macrophages,LGALS3
Macrophages,MAC3
Macrophages,CD68
Macrophages,SST2
Macrophages,Adgre1
Macrophages,C1qb
Macrophages,Mac2
Macrophages,Cd68
Macrophages,Cdca3
Macrophages,CD68
Macrophages,LGALS3
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,TSPO
Macrophages,CD32
Macrophages,CD68
Macrophages,CD163
Macrophages,HLA-DRA
Macrophages,MARCO
Macrophages,CD14
Macrophages,CD68
Macrophages,CSF1R
Macrophages,NR4A3
Macrophages,TNF
Macrophages,CD163
Macrophages,CCR7
Macrophages,CD68
Macrophages,F4/80
Macrophages,Mac-1
Macrophages,CD14
Macrophages,CD206
Macrophages,ARG1
Macrophages,IRF5
Macrophages,CD86
Macrophages,CD163
Macrophages,CD204
Macrophages,CD209
Macrophages,CD206
Macrophages,CD68
Macrophages,CD34
Macrophages,CD14
Macrophages,ITGAM
Macrophages,CSF3R
Macrophages,CD68
Macrophages,CD68
Macrophages,CD163
Macrophages,CD206
Macrophages,CD169
Macrophages,CD204
Macrophages,CD68
Macrophages,CXCL9
Macrophages,SELENOP
Macrophages,CCL18
Macrophages,IFITM2
Macrophages,PPARG
Macrophages,TIMP1
Macrophages,PPARG
Macrophages,SELENOP
Macrophages,CD68?
Macrophages,CD206
Macrophages,FGD2
Macrophages,CD14
Macrophages,CD206
Macrophages,IL-10
Macrophages,CD86
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,IBA1
Macrophages,PDE4B
Macrophages,PQLC3
Macrophages,CYTH1
Macrophages,HLA-DRB5
Macrophages,VOPP1
Macrophages,CD74
Macrophages,THBD
Macrophages,FXYD5
Macrophages,IL1RN
Macrophages,PLBD1
Macrophages,CYBB
Macrophages,TMEM123
Macrophages,PIM1
Macrophages,PLAC8
Macrophages,CYTH1
Macrophages,CREM
Macrophages,EMB
Macrophages,PIM1
Macrophages,PLTP
Macrophages,CD93
Macrophages,EMB
Macrophages,TMEM123
Macrophages,CIITA
Macrophages,PTPN7
Macrophages,THBD
Macrophages,SYNGR2
Macrophages,NFIL3
Macrophages,TREM1
Macrophages,LYZ
Macrophages,FPR3
Macrophages,NFIL3
Macrophages,HLA-DRB5
Macrophages,CIITA
Macrophages,SYNGR2
Macrophages,IFITM2
Macrophages,MS4A6A
Macrophages,GPR65
Macrophages,CREM
Macrophages,DSE
Macrophages,ARG2
Macrophages,CYBB
Macrophages,PQLC3
Macrophages,FGR
Macrophages,S100A11
Macrophages,CD74
Macrophages,FOSL2
Macrophages,S100A11
Macrophages,MXD1
Macrophages,IQGAP1
Macrophages,CD93
Macrophages,METRNL
Macrophages,METRNL
Macrophages,DSE
Macrophages,PDE4B
Macrophages,VOPP1
Macrophages,FGR
Macrophages,HLA-DMB
Macrophages,MS4A6A
Macrophages,FOSL2
Macrophages,MS4A7
Macrophages,HLA-DQA1
Macrophages,GPR132
Macrophages,PTPN7
Macrophages,DOK3
Macrophages,PLBD1
Macrophages,PLTP
Macrophages,TGFBI
Macrophages,DOK3
Macrophages,MS4A7
Macrophages,GPR132
Macrophages,FPR3
Macrophages,CIB1
Macrophages,TGFBI
Macrophages,TREM1
Macrophages,KYNU
Macrophages,IFITM2
Macrophages,IL1RN
Macrophages,SPINT2
Macrophages,FAM49A
Macrophages,SPINT2
Macrophages,FAM49A
Macrophages,FXYD5
Macrophages,LYZ
Macrophages,SH3BGRL
Macrophages,ITGA4
Macrophages,ARG2
Macrophages,BHLHE40
Macrophages,SAMHD1
Macrophages,IQGAP1
Macrophages,PLAC8
Macrophages,CIB1
Macrophages,HLA-DQA1
Macrophages,HLA-DMB
Macrophages,BHLHE40
Macrophages,TNFSF13
Macrophages,MXD1
Macrophages,ITGA4
Macrophages,SH3BGRL
Macrophages,IL10
Macrophages,GPR65
Macrophages,SAMHD1
Macrophages,IL10
Macrophages,TNFSF13
Macrophages,KYNU
Macrophages,CD14
Macrophages,CD163
Macrophages,CD74
Macrophages,AIF1
Macrophages,TYROBP
Macrophages,FCGR3A
Macrophages,FCER1G
Macrophages,CD14
Macrophages,AIF1
Macrophages,CSF1R
Macrophages,CD68
Macrophages,CD45
Macrophages,HLA
Macrophages,CD68
Macrophages,CD163
Macrophages,CD68
Macrophages,CCR7
Macrophages,SELL
Macrophages,S1PR1
Macrophages,TCF7
Macrophages,MRC1
Macrophages,SPI1
Macrophages,TMEM119
Macrophages,CX3CR1
Macrophages,CD68
Macrophages,CD45
Macrophages,MERTK
Macrophages,Iba1
Macrophages,CD163
Macrophages,TIE2
Macrophages,BST2
Macrophages,C3AR1
Macrophages,FCGR1A
Macrophages,TLR2
Macrophages,HMOX1
Macrophages,A1F1
Macrophages,MNDA
Macrophages,CD68
Macrophages,AIF1
Macrophages,PTPRC
Macrophages,C1QC
Macrophages,SIGLEC1
Macrophages,LYVE1
Macrophages,CD163
Macrophages,MRC1
Macrophages,AIF1
Macrophages,HLA-DQA1
Macrophages,IL-1RN
Macrophages,CD49d
Macrophages,CD68
Macrophages,CCR2
Macrophages,CD163
Macrophages,CD49d
Macrophages,TGF¦ÂI
Macrophages,CD49d
Macrophages,CD45
Macrophages,CD206
Macrophages,C1QA
Macrophages,Clec12a
Macrophages,Ms4a7
Macrophages,PTPRC
Macrophages,CSF1R
Macrophages,AIF1
Macrophages,CD14
Macrophages,MARCO
Macrophages,CD80
Macrophages,IRF1
Macrophages,MRC1
Macrophages,CD163
Macrophages,IL-10
Macrophages,CCR2
Macrophages,ARG
Macrophages,IL-12
Macrophages,AIF1
Macrophages,CD163
Macrophages,CD68
Macrophages,APOC1
Macrophages,F13A1
Macrophages,CD163
Macrophages,CD163
Macrophages,CCR2
Macrophages,CX3CR1
Macrophages,AIF1
Macrophages,CD163
Macrophages,IFNGR1
Macrophages,PADI1
Macrophages,CD49d
Macrophages,CCR2
Macrophages,LY6E
Macrophages,F13A1
Macrophages,TGFBI
Macrophages,LYZ
Macrophages,CD68
Macrophages,CX3CR1
Macrophages,IGF2BP3
Macrophages,CD68
Macrophages,YAP1
Macrophages,IBA1
Macrophages,LYVE1
Macrophages,F13A1
Macrophages,CD163
Macrophages,CD68
Macrophages,CD49d
Macrophages,CD206
Macrophages,MSR1
Macrophages,MRC1
Macrophages,CD163
Macrophages,CD204
Macrophages,ITGA4
Macrophages,CD68
Macrophages,ISG15
Macrophages,F13A1
Macrophages,PU1
Macrophages,IBA1
Macrophages,CD45
Macrophages,CSF1R
Macrophages,MXRA8
Macrophages,CD68
Macrophages,CD68
Macrophages,ITGAM
Macrophages,VIM
Macrophages,PTPRC
Macrophages,CD4
Macrophages,FCGR3A
Macrophages,CD14
Macrophages,LYZ
Macrophages,ITGAX
Macrophages,LAPTM5
Macrophages,CD33
Macrophages,CD68
Macrophages,CD209
Macrophages,CDH5
Macrophages,CD68
Macrophages,CSF1
Macrophages,CD11b
Macrophages,CD11c
Macrophages,CD14
Macrophages,CD68
Macrophages,MSR1
Macrophages,CD86
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,HLA-DPA1
Macrophages,IL1B
Macrophages,CD163
Macrophages,CD14
Macrophages,CSF1R
Macrophages,CD68
Macrophages,CD74
Macrophages,CLEC5A
Macrophages,CD14
Macrophages,CSF1R
Macrophages,CD68
Macrophages,FCN1
Macrophages,FABP4
Macrophages,EGR2
Macrophages,KLF2
Macrophages,SEPP1
Macrophages,CCL3
Macrophages,MS4A7
Macrophages,C1QA
Macrophages,VSIG4
Macrophages,FCGR3A
Macrophages,PLTP
Macrophages,FOLR2
Macrophages,HAMP
Macrophages,CD14
Macrophages,CD68
Macrophages,F4/80
Macrophages,CSF1R
Macrophages,CD87
Macrophages,CD83
Macrophages,APOE
Macrophages,CD11b
Macrophages,CD11c
Macrophages,CD169
Macrophages,MARCO
Macrophages,CD163
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,AIF1
Macrophages,AIF1
Macrophages,CD68
Macrophages,CD163
Macrophages,CD14
Macrophages,CD14
Macrophages,CD11b
Macrophages,ITGAM
Macrophages,CD68
Macrophages,CD74
Macrophages,CD14
Macrophages,CD68
Macrophages,CD163
Macrophages,FCGR3A
Macrophages,CD14
Macrophages,Timd4
Macrophages,Lyve1
Macrophages,F4/80
Macrophages,CD68
Macrophages,CD206
Macrophages,TIMD4
Macrophages,CCR2
Macrophages,CD68
Macrophages,CD20
Macrophages,C1QC
Macrophages,Cd163
Macrophages,Mgl2
Macrophages,CD68
Macrophages,Pf4
Macrophages,Apoe
Macrophages,F13a1
Macrophages,MerTK
Macrophages,F4/80
Macrophages,CD64
Macrophages,Cd64
Macrophages,MerTK
Macrophages,Cd68
Macrophages,F4/80
Macrophages,MRC1
Macrophages,CD68
Macrophages,CCR7
Macrophages,CD206
Macrophages,CD163
Macrophages,APOE
Macrophages,CTSD
Macrophages,PLD3
Macrophages,MERTK
Macrophages,GLUL
Macrophages,ACP5
Macrophages,C1Qs
Macrophages,CTSC
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,UPAR
Macrophages,CD14
Macrophages,CD14
Macrophages,UPAR
Macrophages,IBA-1
Macrophages,Arg1
Macrophages,CST3
Macrophages,IL8
Macrophages,SPP1
Macrophages,CXCL2
Macrophages,IL1B
Macrophages,IL1RN
